POSTAL_CODE,lat,lon,temp_change,precip_change,humidity_change,wind_change
2669,-33.6678012,146.6513853,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2671,-33.8840393,147.3722545,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2672,-33.399431,146.2929381,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2675,-33.2853898,145.6689636,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2678,-35.0612323,147.3581255,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2680,-34.394413,145.9358581,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2681,-34.1102303,146.1588712,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
2700,-34.9767465,146.2929381,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
2701,-34.6770935,147.2366964,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2702,-34.7932199,147.0336982,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2703,-34.6260147,146.3936145,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2705,-34.4808824,146.3376699,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
2706,-34.6280192,145.8690603,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2707,-34.8075597,145.7578403,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2710,-35.247342,144.9611836,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
2711,-33.9871774,144.4342138,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2712,-35.7148531,145.8023118,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2713,-35.5514125,145.5358152,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
2714,-35.7249968,145.3585972,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
2715,-33.7309634,143.2180495,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2716,-35.1438001,145.7133909,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2717,-34.0796702,142.0851258,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2720,-35.4209913,148.2804541,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2721,-34.0173794,147.6892483,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2722,-34.9459647,148.143739,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2725,-34.4822804,147.848103,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2726,-34.7739342,148.3032562,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2727,-35.0518395,148.4401655,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2729,-35.2879839,147.9617144,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2730,-35.5382202,148.0754444,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2731,-35.874342,144.6533747,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
2732,-35.46685009999999,144.1283863,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
2733,-35.0600117,144.1720041,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2734,-35.1178199,143.7803147,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2735,-35.1540393,143.4986586,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2736,-34.9942345,143.3690158,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2737,-34.3341497,142.9599661,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2738,-34.2057057,142.4891909,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2739,-34.1427659,142.1806128,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2745,-33.8479652,150.6517354,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2747,-33.7568098,150.7330562,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2748,-33.818067,150.7330562,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2749,-33.7039148,150.6865817,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2750,-33.744767,150.6865817,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2752,-33.9245658,150.5936766,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2753,-33.6149421,150.6981989,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2754,-33.5631923,150.7156265,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2756,-33.3137032,150.7214362,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2757,-33.5517656,150.7011034,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2758,-33.5114239,150.535641,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2759,-33.8060826,150.7853574,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2760,-33.7520107,150.7737333,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2761,-33.7393563,150.8434913,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2762,-33.7044482,150.8667511,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2763,-33.7206583,150.8900145,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2765,-33.6496795,150.8725666,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2766,-33.8072744,150.8493059,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2767,-33.7585633,150.8783824,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2768,-33.7278158,150.9278252,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2769,-33.7031923,150.9016476,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2770,-33.7610185,150.8086082,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2773,-33.7639036,150.6227031,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2774,-33.7266709,150.6168974,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2775,-33.3029838,151.0005643,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
2776,-33.6863276,150.5501477,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2777,-33.6858294,150.6168974,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2778,-33.7344756,150.4805286,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2779,-33.7284065,150.4573297,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2780,-33.7054049,150.3211123,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2782,-33.7206345,150.3790612,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2783,-33.7256417,150.4370338,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2784,-33.7279709,150.4167407,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
2785,-33.7110343,150.2458144,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2786,-33.5115869,150.3211123,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2787,-33.9632764,149.9334764,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2790,-33.495962,150.1647697,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
2791,-33.60220839999999,149.1271385,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2792,-33.6046193,148.9894267,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2793,-33.794889,148.8747865,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2794,-33.8788824,148.6001005,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2795,-33.5390607,149.5642369,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2797,-33.6854778,148.9894267,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2798,-33.4806818,149.1271385,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2799,-33.5995926,149.265005,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2800,-33.2792017,149.0582632,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2803,-34.120537,148.5315297,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2804,-33.5565485,148.6001005,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2805,-33.6525088,148.4401655,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2806,-33.3984728,148.3260629,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2807,-34.0130993,148.577239,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2808,-33.9954583,148.9435575,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2809,-34.0414059,148.3945107,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2810,-33.9363618,148.0982046,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2818,-32.4158549,148.806055,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2820,-32.5743502,149.0123679,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2821,-32.3212524,148.0982046,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2823,-31.8320618,148.0982046,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2824,-31.3469752,147.825395,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2825,-31.7929088,147.1013188,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2826,-31.8950912,147.5985807,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2827,-31.6552936,148.6458369,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2828,-31.2107509,148.8289611,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2829,-30.7820705,148.4629997,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2830,-32.1754247,148.6001005,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2831,-31.038393,146.741207,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2832,-30.0220265,148.0982046,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2833,-29.2282132,148.5543821,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2834,-29.2801652,147.9617144,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2835,-31.6862716,145.1375834,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2836,-31.0252202,143.5635637,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2838,-29.3282279,147.3722545,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2839,-29.4010291,146.741207,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2840,-29.5392065,144.4342138,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2842,-31.7501864,149.1501056,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2843,-31.7845656,149.7487272,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2844,-32.0462102,149.3339956,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2845,-33.4174224,150.0606392,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2846,-33.1446203,150.0722053,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2847,-33.3520881,149.9681453,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2848,-32.9298576,149.956588,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2849,-32.7056049,150.1184797,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2850,-32.5593561,149.5642369,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2852,-32.3173317,149.4260421,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2864,-33.353549,148.6687118,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2865,-33.1521836,148.6001005,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2866,-32.9287927,148.96649,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2867,-32.9342431,148.6915912,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2868,-32.7462554,148.6001005,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2869,-32.6462279,148.0982046,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2870,-33.0218853,148.2804541,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2871,-33.5103372,147.7346113,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2873,-32.2241884,147.1915504,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2874,-32.6250881,147.5985807,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2875,-32.9751777,147.5532762,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2876,-33.1071907,147.8708157,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
2877,-32.8686201,146.382423,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
2878,-32.733105,144.4342138,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2879,-32.3693586,142.8741407,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2880,-30.5512963,141.6834275,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
2898,-31.5553263,159.0821211,flat to +10%,> -50% Change,flat to +10%,flat to -10%
2900,-35.4170279,149.0668705,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2901,-35.4928155,149.1156566,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2902,-35.383968,149.0640013,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2903,-35.3987152,149.0898262,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2904,-35.4135536,149.0984358,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2905,-35.4366428,149.1099161,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2906,-35.463155,149.0984358,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2911,-35.2129421,149.1357507,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2912,-35.188067,149.1357507,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2913,-35.1783044,149.1099161,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
2914,-35.1615038,149.1386215,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
3000,-37.8152065,144.963937,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3002,-37.8161444,144.9804594,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3003,-37.8114504,144.9253974,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3004,-37.8301583,144.9804594,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3005,-37.8227336,144.9525797,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3006,-37.8245483,144.963937,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3008,-37.8170652,144.9419122,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3010,-37.7962849,144.9598069,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3011,-37.7960195,144.9006313,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3012,-37.8146251,144.8456217,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3013,-37.819811,144.8813738,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3015,-37.83520970000001,144.8786231,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3016,-37.8571449,144.8813738,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3018,-37.859343,144.8126334,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3019,-37.7903679,144.8566207,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3020,-37.7791149,144.823628,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3021,-37.7435941,144.8016402,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3022,-37.7776716,144.7988921,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3023,-37.7687064,144.7521888,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3024,-37.8706337,144.5875645,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3025,-37.8388686,144.8346241,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3026,-37.8294185,144.7796581,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3027,-37.8614859,144.7439497,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3028,-37.87603989999999,144.7796581,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3029,-37.8282806,144.7082568,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3030,-37.938058,144.67532310000001,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3031,-37.790896,144.9198932,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3032,-37.7773364,144.9006313,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3033,-37.7343192,144.8566207,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3034,-37.7628247,144.8648709,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3036,-37.6912843,144.8126334,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3037,-37.69400359999999,144.7521888,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3038,-37.7024727,144.7906484,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3039,-37.7675363,144.9198932,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3040,-37.749302900000004,144.9006313,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3041,-37.7306079,144.9006313,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3042,-37.7245197,144.8758725,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3043,-37.7044206,144.8786231,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3044,-37.7310813,144.9364069,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3045,-37.6679317,144.8401227,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3046,-37.7044261,144.9336544,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3047,-37.6763574,144.9336544,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3048,-37.6539007,144.9226452,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3049,-37.6707522,144.8896264,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3050,-37.79879520000001,144.9560212,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3051,-37.7983816,144.9419122,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3052,-37.7862363,144.9474178,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3053,-37.798389,144.9694441,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3054,-37.78437020000001,144.9694441,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3055,-37.761,144.9419122,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3056,-37.7666099,144.9584302,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3057,-37.769412,144.9804594,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3058,-37.7343488,144.9666905,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3059,-37.6454887,144.8841246,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3060,-37.6969273,144.9666905,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3061,-37.665113,144.955677,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3062,-37.6332889,144.944665,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3063,-37.5930751,144.8401227,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3064,-37.5424079,144.9391595,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3065,-37.7974551,144.9804594,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3066,-37.8009595,144.9873447,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3067,-37.8023601,144.9983623,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3068,-37.7885749,144.9887218,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3070,-37.7736132,144.9997396,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3071,-37.7600493,145.0080039,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3072,-37.7399362,145.0107588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3073,-37.7118644,145.0107588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3074,-37.6837819,145.0107588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3075,-37.6650543,145.0107588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3076,-37.6341341,145.016269,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3078,-37.7824868,145.0190242,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3079,-37.7698427,145.0438252,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3081,-37.7417753,145.0438252,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3082,-37.6649616,145.0658766,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3083,-37.6987006,145.0548502,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3084,-37.7436031,145.0769045,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3085,-37.7248812,145.0769045,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3086,-37.72165,145.0465813,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3087,-37.7019248,145.0851764,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3088,-37.698595,145.1099967,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3089,-37.6666174,145.1541397,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3090,-37.670486,145.1099967,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3091,-37.6404295,145.1320653,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3093,-37.7393287,145.112755,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3094,-37.7196403,145.1237889,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3095,-37.7049998,145.1706992,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3096,-37.6683887,145.1872619,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3097,-37.6897828,145.2369693,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3099,-37.5885255,145.2148736,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3101,-37.80351599999999,145.0328017,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3102,-37.7922797,145.0548502,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3103,-37.8090918,145.0769045,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3104,-37.7941151,145.0879338,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3105,-37.7660476,145.0879338,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3106,-37.7537669,145.1486206,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3107,-37.7641408,145.1099967,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3108,-37.7865824,145.1210303,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3109,-37.7883929,145.1541397,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3111,-37.7901921,145.1872619,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3113,-37.7386037,145.2148736,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3114,-37.7760752,145.2148736,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3115,-37.7347069,145.2590707,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3116,-37.7373267,145.3088196,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3121,-37.8203499,144.9997396,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3122,-37.8222114,145.0328017,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3123,-37.8310813,145.0520938,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3124,-37.83340949999999,145.0658766,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3125,-37.8483275,145.1099967,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3126,-37.8245223,145.0741474,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3127,-37.8259003,145.0989646,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3128,-37.8333543,145.1210303,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3129,-37.80529480000001,145.1210303,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3130,-37.8258214,145.1541397,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3131,-37.8239091,145.1762197,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3132,-37.8219905,145.1983055,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3133,-37.8500602,145.1983055,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3134,-37.7900435,145.2424941,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3135,-37.8218486,145.2535448,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3136,-37.7983502,145.2811778,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3137,-37.8253798,145.3198788,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3138,-37.7822365,145.3309395,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3139,-37.8251456,145.5579927,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3140,-37.7643547,145.3475331,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3141,-37.838568,144.9914761,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3142,-37.8432402,145.0190242,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3143,-37.857253,145.0190242,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3144,-37.85351480000001,145.0355574,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3145,-37.8763981,145.0548502,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3146,-37.8577136,145.0548502,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3147,-37.8675054,145.0906914,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3148,-37.8819831,145.0989646,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3149,-37.8772869,145.1265477,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3150,-37.8921876,145.1706992,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3151,-37.8552869,145.1513801,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3152,-37.8668518,145.220397,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3153,-37.8386354,145.2756505,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3154,-37.8534742,145.3198788,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3155,-37.8610682,145.2867055,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3156,-37.9368007,145.3032906,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3158,-37.9039829,145.3309395,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3159,-37.9225135,145.3862638,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3160,-37.932935,145.3475331,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3161,-37.8712631,145.0190242,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3162,-37.8932076,145.0217795,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3163,-37.8950779,145.0548502,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3165,-37.9174873,145.0658766,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3166,-37.9006677,145.0989646,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3167,-37.9193474,145.0989646,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3168,-37.9211962,145.1320653,+10% to +25%,> -50% Change,flat to -10%,flat to -10%
3169,-37.9454838,145.1210303,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3170,-37.9267579,145.1762197,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3171,-37.94733069999999,145.1541397,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3172,-37.9772192,145.1320653,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3173,-38.0042683,145.1706992,flat to +10%,> -50% Change,flat to -10%,flat to -10%
